DATE,HOUR-MST,Avg Global PSP [W/m^2],Avg Direct NIP #2 [W/m^2],Avg Diffuse PSP (sband corr) [W/m^2],Avg Total Cloud Cover [%],Avg Opaque Cloud Cover [%]
8/14/2004,16,595.5367,807.9122,112.6283,-99999,-99999
8/14/2004,17,353.0740,559.4283,111.4089,-99999,-99999
8/14/2004,18,67.2216,96.3296,47.4430,-99999,-99999
8/14/2004,19,27.7578,48.8521,27.9386,-99999,-99999
8/14/2004,20,-4.2029,-0.0297,-2.7378,-99999,-99999
8/14/2004,21,-5.3745,-0.1541,-3.8627,-99999,-99999
8/14/2004,22,-5.3234,-0.6036,-3.7969,-99999,-99999
8/14/2004,23,-4.3470,-0.0728,-3.0337,-99999,-99999
8/15/2004,0,-4.7006,-0.0186,-3.5444,-1.0000,-1.0000
8/15/2004,1,-4.3251,-0.1719,-3.1630,-1.0000,-1.0000
8/15/2004,2,-3.8156,-0.0759,-2.6403,-1.0000,-1.0000
8/15/2004,3,-3.9245,-0.4125,-2.5565,-1.0000,-1.0000
8/15/2004,4,-3.8767,-0.3899,-2.2637,-1.0000,-1.0000
8/15/2004,5,-3.9322,-0.2211,-2.4282,-1.0000,-1.0000
8/15/2004,6,25.2381,171.4852,20.7450,-1.0000,-1.0000
8/15/2004,7,180.5438,596.2345,65.4464,-99999,-99999
8/15/2004,8,387.4080,775.4842,77.1847,-99999,-99999
8/15/2004,9,592.1905,880.3345,81.3896,0.0000,0.0000
8/15/2004,10,767.2287,926.5420,87.3812,0.0000,0.0000
8/15/2004,11,894.4113,948.6388,95.5311,0.0000,0.0000
8/15/2004,12,960.2175,946.2493,107.8647,0.4500,0.3500
8/15/2004,13,966.5583,940.2915,114.0665,1.3000,0.7000
8/15/2004,14,796.4968,726.2341,174.0651,13.3333,8.5667
8/15/2004,15,758.3365,834.7733,136.1918,2.0667,1.2333
8/15/2004,16,593.4247,807.9058,113.1055,4.2500,2.4500
8/15/2004,17,284.9234,284.1571,152.9210,70.3000,51.2167
8/15/2004,18,163.2604,370.6094,100.8887,49.2167,35.0000
8/15/2004,19,31.2952,180.2507,24.9763,1.6500,1.1167
8/15/2004,20,-6.7433,-0.8413,-4.7997,-1.0000,-1.0000
8/15/2004,21,-6.0001,-0.4066,-4.2084,-1.0000,-1.0000
8/15/2004,22,-3.7952,0.2078,-2.5379,-1.0000,-1.0000
8/15/2004,23,-3.3828,0.2837,-2.2578,-1.0000,-1.0000
8/16/2004,0,-3.2967,0.0368,-2.1950,-1.0000,-1.0000
8/16/2004,1,-3.8121,-0.2285,-2.5186,-1.0000,-1.0000
8/16/2004,2,-3.9708,-0.3566,-2.3919,-1.0000,-1.0000
8/16/2004,3,-4.4255,-0.3166,-2.7860,-1.0000,-1.0000
8/16/2004,4,-4.1302,-0.1106,-2.6082,-1.0000,-1.0000
8/16/2004,5,-3.5467,0.3550,-2.3502,-1.0000,-1.0000
8/16/2004,6,26.1874,152.4875,23.4918,0.3000,0.2500
8/16/2004,7,172.3321,520.9212,73.2661,2.6167,2.0000
8/16/2004,8,372.0710,710.5725,91.5067,1.6500,0.9000
8/16/2004,9,571.4102,813.5118,103.2654,0.0000,0.0000
8/16/2004,10,749.2743,869.1252,111.8291,0.0000,0.0000
8/16/2004,11,881.6938,905.9775,118.1719,0.1333,0.1333
8/16/2004,12,952.4430,922.7037,119.9295,0.3667,0.3667
8/16/2004,13,956.8245,924.5022,121.0126,0.4667,0.4333
8/16/2004,14,896.8623,912.5000,121.8002,2.0000,1.0000
8/16/2004,15,768.0547,853.8537,133.0408,3.8167,1.6500
8/16/2004,16,589.5333,793.2512,119.7025,1.9333,1.0000
8/16/2004,17,378.3760,662.6967,103.4984,4.6000,2.6167
8/16/2004,18,157.9665,275.6617,97.0264,34.1000,20.3000
8/16/2004,19,10.5143,6.0331,11.4295,10.1667,6.6000
8/16/2004,20,-5.3442,-0.0149,-3.8014,-1.0000,-1.0000
8/16/2004,21,-5.3530,-0.5546,-3.6770,-1.0000,-1.0000
8/16/2004,22,-4.5832,-0.2069,-2.9903,-1.0000,-1.0000
8/16/2004,23,-3.6245,0.2472,-2.1935,-1.0000,-1.0000
8/17/2004,0,-4.3654,0.0452,-2.8924,-1.0000,-1.0000
8/17/2004,1,-4.3046,-0.1061,-3.0057,-1.0000,-1.0000
8/17/2004,2,-3.8235,0.2650,-2.6431,-1.0000,-1.0000
8/17/2004,3,-3.9048,0.1677,-2.7096,-1.0000,-1.0000
8/17/2004,4,-5.3632,0.0915,-3.8551,-1.0000,-1.0000
8/17/2004,5,-4.1440,0.3591,-3.1236,-1.0000,-1.0000
8/17/2004,6,30.8780,133.6148,27.3161,4.1333,2.5667
8/17/2004,7,202.8851,562.7972,100.2709,15.6333,8.1500
8/17/2004,8,384.5230,687.9267,108.5680,3.8167,1.7833
8/17/2004,9,545.2117,745.7718,110.8734,2.3333,1.2500
8/17/2004,10,751.0132,866.0208,116.6175,0.9333,0.2000
8/17/2004,11,879.8493,886.4465,135.8475,5.7193,3.6140
8/17/2004,12,712.4793,363.6617,362.9482,47.4167,32.0000
8/17/2004,13,790.4098,576.1119,266.6714,30.4068,21.2203
8/17/2004,14,437.0747,116.7284,326.9675,89.3167,68.5833
8/17/2004,15,175.4208,1.0565,175.2911,98.6667,85.4667
8/17/2004,16,420.0893,311.2610,252.1575,81.5667,60.5667
8/17/2004,17,172.7087,109.9562,117.5088,78.3667,60.0333
8/17/2004,18,30.6295,-3.7168,30.6587,97.9000,81.8833
8/17/2004,19,1.3848,0.3742,1.9444,31.7333,17.3000
8/17/2004,20,-2.2310,0.4322,-1.4379,-1.0000,-1.0000
8/17/2004,21,-2.5642,0.2091,-1.5855,-1.0000,-1.0000
8/17/2004,22,-4.1233,-0.5660,-2.7393,-1.0000,-1.0000
8/17/2004,23,-4.1904,-0.2392,-2.8051,-1.0000,-1.0000
8/18/2004,0,-3.5778,-0.1580,-2.4549,-1.0000,-1.0000
8/18/2004,1,-3.4274,-0.1651,-2.3671,-1.0000,-1.0000
8/18/2004,2,-2.1553,0.6429,-1.4309,-1.0000,-1.0000
8/18/2004,3,-3.6207,0.7089,-2.5464,-1.0000,-1.0000
8/18/2004,4,-2.7363,0.6648,-1.8749,-1.0000,-1.0000
8/18/2004,5,-3.4622,-0.2505,-2.0834,-1.0000,-1.0000
8/18/2004,6,17.2801,1.0475,17.6337,7.5333,4.9500
8/18/2004,7,61.4506,5.7542,60.8239,51.6333,32.1167
8/18/2004,8,170.2534,63.0072,149.8891,68.6833,52.7000
8/18/2004,9,277.8433,18.5640,266.1712,91.4500,77.4167
8/18/2004,10,478.8908,172.4454,349.5563,84.8333,64.5333
8/18/2004,11,667.0390,291.8553,410.9481,74.2000,50.5000
8/18/2004,12,705.0397,341.9902,377.7991,59.9661,38.7966
8/18/2004,13,476.8247,76.0246,402.9972,92.7833,69.0333
8/18/2004,14,311.7550,23.6873,290.5924,98.1667,80.1500
8/18/2004,15,54.4160,-4.1625,54.4160,99.1667,80.1333
8/18/2004,16,19.0116,-1.8529,19.0116,98.1333,80.6333
8/18/2004,17,11.8878,-0.3073,11.8878,95.9833,72.4500
8/18/2004,18,8.8300,-0.0182,8.8300,91.6333,62.4333
8/18/2004,19,3.2141,-0.0682,3.4176,34.7000,19.6000
8/18/2004,20,-0.0235,0.5445,0.4429,-1.0000,-1.0000
8/18/2004,21,-0.0474,0.3959,0.3296,-1.0000,-1.0000
8/18/2004,22,-0.0256,0.5283,0.3182,-1.0000,-1.0000
8/18/2004,23,-0.0109,0.7539,0.2982,-1.0000,-1.0000
8/19/2004,0,-0.0950,0.3662,0.3010,-1.0000,-1.0000
8/19/2004,1,0.0000,1.0002,0.3521,-1.0000,-1.0000
8/19/2004,2,-0.0477,0.6705,0.2214,-1.0000,-1.0000
8/19/2004,3,-0.1616,0.7157,0.1635,-1.0000,-1.0000
8/19/2004,4,-0.3768,0.8471,0.1663,-1.0000,-1.0000
8/19/2004,5,-0.0881,0.3627,0.4063,-1.0000,-1.0000
8/19/2004,6,2.4854,0.4360,2.6033,17.1667,8.6833
8/19/2004,7,16.6396,2.0440,16.6396,91.2000,65.1500
8/19/2004,8,76.4190,2.4802,76.4190,96.8167,77.9333
8/19/2004,9,262.8842,8.3824,260.6368,99.0167,88.8500
8/19/2004,10,427.6155,30.5729,406.1921,98.2333,78.6500
8/19/2004,11,384.0222,11.9466,379.8621,98.1833,77.3333
8/19/2004,12,409.2355,14.9779,400.6050,95.1167,68.9833
8/19/2004,13,437.1223,11.7424,429.1343,97.8500,79.9167
8/19/2004,14,210.1651,11.5773,192.8270,95.7333,70.0167
8/19/2004,15,438.0747,117.2463,332.4248,90.4167,67.7333
8/19/2004,16,289.3013,73.6939,249.0993,98.7500,82.4167
8/19/2004,17,129.4081,-1.1222,129.4081,98.3333,77.5333
8/19/2004,18,55.0580,-1.4864,55.0580,95.2203,70.2034
8/19/2004,19,11.5495,3.9463,11.5701,17.6000,10.0833
8/19/2004,20,-3.0834,0.9109,-2.4683,-1.0000,-1.0000
8/19/2004,21,-3.2573,0.7053,-2.5690,-1.0000,-1.0000
8/19/2004,22,-1.9039,1.7494,-1.5062,-1.0000,-1.0000
8/19/2004,23,-3.0548,1.0429,-2.3373,-1.0000,-1.0000
8/20/2004,0,-3.3624,1.0629,-2.5997,-1.0000,-1.0000
8/20/2004,1,-2.8015,1.5049,-2.1489,-1.0000,-1.0000
8/20/2004,2,-3.0063,1.1511,-2.7038,-1.0000,-1.0000
8/20/2004,3,-2.9778,1.6659,-3.1738,-1.0000,-1.0000
8/20/2004,4,-5.3414,0.9095,-3.6196,-1.0000,-1.0000
8/20/2004,5,-3.5606,0.6246,-1.7484,-1.0000,-1.0000
8/20/2004,6,23.3998,133.6662,21.6956,4.8500,2.7833
8/20/2004,7,178.4637,450.0203,97.1622,28.7333,10.6500
8/20/2004,8,217.3839,125.7322,172.2174,53.8000,39.1167
8/20/2004,9,273.7148,12.7952,266.3666,93.3167,79.0333
8/20/2004,10,731.3433,584.7701,301.7869,53.9500,39.1667
8/20/2004,11,504.1498,46.3887,462.6559,92.7833,74.6000
8/20/2004,12,571.7080,183.5877,397.6063,79.0169,60.3051
8/20/2004,13,955.6530,906.2927,154.2313,5.2167,2.5000
8/20/2004,14,404.4005,163.1811,257.3907,73.0333,55.9667
8/20/2004,15,418.0708,177.3989,272.1665,74.0500,57.2667
8/20/2004,16,426.9422,264.8672,260.9296,69.7833,52.6333
8/20/2004,17,53.5617,-6.4112,53.5645,97.6833,85.3667
8/20/2004,18,15.1966,-2.0002,15.1916,95.0667,80.3333
8/20/2004,19,3.0270,0.9444,2.6721,26.7833,16.4000
8/20/2004,20,-0.9465,1.8644,-1.7907,-1.0000,-1.0000
8/20/2004,21,-2.5180,1.0308,-2.6030,-1.0000,-1.0000
8/20/2004,22,-1.2337,0.9360,-1.1298,-1.0000,-1.0000
8/20/2004,23,-1.8842,0.8976,-1.0339,-1.0000,-1.0000
8/21/2004,0,-2.9655,0.6477,-2.4099,-1.0000,-1.0000
8/21/2004,1,-3.1274,0.0868,-2.1868,-1.0000,-1.0000
8/21/2004,2,-3.6360,0.2546,-2.4930,-1.0000,-1.0000
8/21/2004,3,-3.0377,0.7583,-1.9601,-1.0000,-1.0000
8/21/2004,4,-3.2190,0.6885,-2.1099,-1.0000,-1.0000
8/21/2004,5,-3.7607,-0.0565,-2.5743,-1.0000,-1.0000
8/21/2004,6,20.7020,127.9083,19.3566,0.7833,0.2500
8/21/2004,7,164.4634,469.6594,77.6923,12.3667,5.0000
8/21/2004,8,218.2282,171.8179,151.3579,44.3000,28.0833
8/21/2004,9,315.6505,61.9083,279.5157,90.0833,73.4667
8/21/2004,10,437.5442,74.2048,382.7648,93.8667,78.4333
8/21/2004,11,646.6028,252.6933,416.2354,82.6167,61.4500
8/21/2004,12,622.3312,229.6982,411.7148,89.3167,64.5667
8/21/2004,13,439.1072,221.2114,230.6970,63.9833,45.3833
8/21/2004,14,758.4765,607.6137,255.2750,45.7333,30.9333
8/21/2004,15,795.0043,764.9773,237.6853,38.0333,24.5000
8/21/2004,16,184.0738,7.2166,181.0908,82.6167,71.4333
8/21/2004,17,201.4667,162.3583,143.4098,76.4167,59.7667
8/21/2004,18,107.6430,87.4363,87.6436,51.9333,28.1167
8/21/2004,19,13.8018,17.2414,14.2312,9.3000,5.1000
8/21/2004,20,-5.2814,-0.3965,-3.5897,-1.0000,-1.0000
8/21/2004,21,-4.0892,0.0211,-2.8192,-1.0000,-1.0000
8/21/2004,22,-3.2074,0.2357,-2.0293,-1.0000,-1.0000
8/21/2004,23,-2.8492,0.4475,-1.7249,-1.0000,-1.0000
8/22/2004,0,-3.1726,0.1187,-1.9413,-1.0000,-1.0000
8/22/2004,1,-3.1212,-0.0866,-1.9601,-1.0000,-1.0000
8/22/2004,2,-3.2303,-0.0355,-2.0131,-1.0000,-1.0000
8/22/2004,3,-3.0926,0.2450,-1.9413,-1.0000,-1.0000
8/22/2004,4,-3.3476,-0.2244,-2.1325,-1.0000,-1.0000
8/22/2004,5,-3.2769,-0.1564,-2.0696,-1.0000,-1.0000
8/22/2004,6,19.1848,129.7528,17.4426,-0.3500,-0.3500
8/22/2004,7,177.0786,579.2898,72.3374,3.6500,2.3667
8/22/2004,8,394.1697,667.0995,137.7960,21.8667,6.6667
8/22/2004,9,610.3808,781.6742,175.9055,27.0000,8.6167
8/22/2004,10,688.7683,656.8918,191.1551,17.1667,9.5333
8/22/2004,11,907.5293,853.0880,190.6079,17.1833,9.8000
8/22/2004,12,498.7370,293.7532,229.7058,64.3167,46.9167
8/22/2004,13,478.9123,155.5027,331.8077,76.6333,60.9167
8/22/2004,14,464.8550,266.9263,211.2940,58.8167,46.1667
8/22/2004,15,158.4612,-1.2910,158.4612,99.2500,92.3500
8/22/2004,16,82.7508,-5.2213,82.7508,99.0833,90.1500
8/22/2004,17,198.3848,66.2678,179.1374,90.9333,75.6333
8/22/2004,18,138.4071,218.9336,99.3990,51.5333,29.0833
8/22/2004,19,16.7187,62.5976,15.9532,5.7000,1.9167
8/22/2004,20,-4.8140,-0.0654,-3.1931,-1.0000,-1.0000
8/22/2004,21,-3.2301,0.3449,-2.1721,-1.0000,-1.0000
8/22/2004,22,-3.5982,-0.1292,-2.3570,-1.0000,-1.0000
8/22/2004,23,-4.5317,-0.1250,-2.9802,-1.0000,-1.0000
8/23/2004,0,-3.5564,-0.1052,-2.5579,-1.0000,-1.0000
8/23/2004,1,-3.3455,0.0543,-2.2487,-1.0000,-1.0000
8/23/2004,2,-3.1957,0.3935,-1.9869,-1.0000,-1.0000
8/23/2004,3,-3.3539,0.0170,-2.0371,-1.0000,-1.0000
8/23/2004,4,-3.8952,-0.1407,-2.6366,-1.0000,-1.0000
8/23/2004,5,-3.2934,-0.0366,-2.1917,-1.0000,-1.0000
8/23/2004,6,24.5480,113.8080,23.3814,5.6667,0.6667
8/23/2004,7,136.4164,166.9037,113.5357,85.6500,44.2667
8/23/2004,8,215.1467,80.4753,183.5668,88.6667,53.9667
8/23/2004,9,401.9025,321.9798,205.9518,53.5500,31.0833
8/23/2004,10,680.6040,686.3665,174.4958,26.0000,11.1333
8/23/2004,11,683.9020,482.9128,272.4025,55.4833,31.0167
8/23/2004,12,906.5200,789.1472,207.4385,32.7333,14.3167
8/23/2004,13,821.8067,631.3752,248.4610,36.4333,21.2667
8/23/2004,14,672.0108,467.9009,286.1717,52.2667,39.1333
8/23/2004,15,724.5057,587.6875,290.4855,61.6429,45.4643
8/23/2004,16,435.9752,426.8971,189.4301,47.5167,34.4333
8/23/2004,17,265.9763,398.0924,103.0254,20.6833,13.3333
8/23/2004,18,70.1155,94.5723,46.4862,23.1017,15.2034
8/23/2004,19,7.0794,-0.9107,8.0409,7.0667,3.4000
8/23/2004,20,-5.3066,0.9920,-3.7442,-1.0000,-1.0000
8/23/2004,21,-5.2282,0.4712,-3.8708,-1.0000,-1.0000
8/23/2004,22,-4.5081,0.4245,-3.3685,-1.0000,-1.0000
8/23/2004,23,-5.0435,-1.3018,-3.5410,-1.0000,-1.0000
8/24/2004,0,-4.8015,-0.8731,-3.1802,-1.0000,-1.0000
8/24/2004,1,-4.2379,0.8571,-2.9728,-1.0000,-1.0000
8/24/2004,2,-5.5810,-0.1925,-3.8412,-1.0000,-1.0000
8/24/2004,3,-4.0831,0.3957,-2.9454,-1.0000,-1.0000
8/24/2004,4,-3.2871,0.3932,-2.2197,-1.0000,-1.0000
8/24/2004,5,-2.9617,0.4774,-1.8733,-1.0000,-1.0000
8/24/2004,6,10.8776,39.5918,11.4353,10.0500,2.3500
8/24/2004,7,95.4363,48.8003,88.8017,96.4833,80.7667
8/24/2004,8,149.8870,5.7282,149.8870,98.7167,94.4833
8/24/2004,9,247.2002,9.8793,247.0118,97.6667,91.1000
8/24/2004,10,559.8933,360.8813,289.4243,72.0167,44.0500
8/24/2004,11,903.0218,822.6923,221.6405,33.7833,13.0833
8/24/2004,12,802.7778,473.3604,363.0577,64.1000,36.1833
8/24/2004,13,521.5382,115.4023,402.4044,88.0000,62.7833
8/24/2004,14,523.0853,185.7387,338.4905,71.5167,52.2667
8/24/2004,15,304.4965,35.9492,275.2741,97.8833,86.8833
8/24/2004,16,343.7925,147.5516,249.9139,92.6000,78.0500
8/24/2004,17,170.2245,21.7491,161.6710,80.4833,61.3333
8/24/2004,18,79.4745,156.5749,57.2765,27.7167,16.4333
8/24/2004,19,14.5464,43.2305,14.5589,14.8000,10.8833
8/24/2004,20,-3.3667,-0.0317,-2.1040,-1.0000,-1.0000
8/24/2004,21,-3.4960,0.3569,-2.3102,-1.0000,-1.0000
8/24/2004,22,-2.5774,0.8051,-1.6169,-1.0000,-1.0000
8/24/2004,23,-3.5195,-0.0026,-2.2700,-1.0000,-1.0000
8/25/2004,0,-5.7601,-1.4455,-4.0089,-1.0000,-1.0000
8/25/2004,1,-4.7436,-0.2034,-3.2223,-1.0000,-1.0000
8/25/2004,2,-4.1964,0.0459,-2.8963,-1.0000,-1.0000
8/25/2004,3,-4.5838,0.0416,-3.1389,-1.0000,-1.0000
8/25/2004,4,-3.1982,0.4331,-2.1612,-1.0000,-1.0000
8/25/2004,5,-2.4045,0.5629,-1.5425,-1.0000,-1.0000
8/25/2004,6,22.5923,129.9844,21.7554,12.1500,3.0500
8/25/2004,7,54.2393,67.1453,48.4469,88.7000,67.6000
8/25/2004,8,107.6608,2.9291,107.6608,96.3167,89.4667
8/25/2004,9,224.2665,31.6733,206.9826,94.4500,84.8000
8/25/2004,10,454.2727,165.2919,336.9510,90.5333,77.0167
8/25/2004,11,776.2840,605.3520,264.3219,41.0833,21.6000
8/25/2004,12,747.8642,326.7872,449.0428,80.4333,44.4667
8/25/2004,13,868.5558,705.8947,253.9653,40.0500,24.1333
8/25/2004,14,885.2277,977.1387,83.8245,2.7667,1.4833
8/25/2004,15,733.7672,871.6589,111.6745,12.9833,9.6500
8/25/2004,16,447.5735,598.0242,103.2264,16.0500,12.3167
8/25/2004,17,208.9911,326.3451,92.9528,24.7667,19.1167
8/25/2004,18,136.9283,492.1784,60.0148,13.8667,10.3000
8/25/2004,19,14.8408,115.9595,12.8774,3.3167,2.5167
8/25/2004,20,-7.1007,-1.0900,-4.9211,-1.0000,-1.0000
8/25/2004,21,-5.4330,0.2171,-3.8894,-1.0000,-1.0000
8/25/2004,22,-6.1156,-0.6627,-4.5325,-1.0000,-1.0000
8/25/2004,23,-4.6927,-0.3627,-3.2021,-1.0000,-1.0000
8/26/2004,0,-4.1472,0.1546,-2.7791,-1.0000,-1.0000
8/26/2004,1,-4.2414,-0.3055,-2.9183,-1.0000,-1.0000
8/26/2004,2,-4.7739,-0.1061,-3.2584,-1.0000,-1.0000
8/26/2004,3,-4.9141,0.1159,-3.3045,-1.0000,-1.0000
8/26/2004,4,-4.4834,-0.6808,-3.2243,-1.0000,-1.0000
8/26/2004,5,-4.9714,-0.2082,-3.3904,-1.0000,-1.0000
8/26/2004,6,14.4392,149.2305,12.8323,-0.1333,-0.1667
8/26/2004,7,160.3751,637.3660,48.0912,1.0000,1.0000
8/26/2004,8,370.1068,823.6588,58.2933,0.9464,0.9464
8/26/2004,9,572.6477,911.9905,63.9026,0.0333,0.0333
8/26/2004,10,750.9562,948.6662,77.6616,1.9310,0.8448
8/26/2004,11,808.7257,716.0247,216.9201,35.0667,24.6833
8/26/2004,12,934.8943,762.4248,272.4986,42.8333,26.9333
8/26/2004,13,877.8870,754.4784,206.3150,29.2667,18.0500
8/26/2004,14,819.0592,811.0813,153.8002,19.1333,12.2833
8/26/2004,15,770.2922,793.0141,206.6436,38.7333,27.0000
8/26/2004,16,234.1662,35.0632,213.8591,76.1500,64.5167
8/26/2004,17,189.3395,69.4273,160.5758,68.2833,51.0333
8/26/2004,18,76.5641,-2.5270,76.5353,69.8833,49.1500
8/26/2004,19,6.5249,-0.7240,7.1808,7.4167,3.7833
8/26/2004,20,-2.0978,0.9730,-1.3806,-1.0000,-1.0000
8/26/2004,21,-1.1981,1.1959,-0.9708,-1.0000,-1.0000
8/26/2004,22,-1.0093,0.2565,-0.6367,-1.0000,-1.0000
8/26/2004,23,-1.2607,-0.2807,-0.6805,-1.0000,-1.0000
8/27/2004,0,-1.1065,-0.1323,-0.5343,-1.0000,-1.0000
8/27/2004,1,-0.9770,-0.6312,-0.4354,-1.0000,-1.0000
8/27/2004,2,-0.7453,0.3221,-0.2566,-1.0000,-1.0000
8/27/2004,3,-2.0395,-0.3092,-1.5223,-1.0000,-1.0000
8/27/2004,4,-1.6330,0.1363,-1.2803,-1.0000,-1.0000
8/27/2004,5,-0.3131,0.3748,-0.0734,-1.0000,-1.0000
8/27/2004,6,2.3624,0.2696,2.4369,12.3500,8.6667
8/27/2004,7,15.8806,0.8166,15.8448,91.4167,67.5167
8/27/2004,8,27.7149,0.5292,27.7149,94.7000,73.3500
8/27/2004,9,63.8019,0.7732,63.8019,96.8667,75.1833
8/27/2004,10,85.7238,0.9362,85.7238,97.0667,62.9000
8/27/2004,11,25.7469,-0.4145,25.7469,96.3167,66.0167
8/27/2004,12,72.9462,0.9234,72.9460,94.1333,54.0167
8/27/2004,13,140.5768,3.0700,140.5644,96.3167,57.0667
8/27/2004,14,300.2357,7.7387,299.8820,98.8000,76.5500
8/27/2004,15,105.7815,-0.1978,105.5553,98.9500,80.8000
8/27/2004,16,80.5293,2.5990,80.5293,97.8167,79.4667
8/27/2004,17,105.6473,2.0797,105.6473,98.1333,85.7500
8/27/2004,18,69.2457,0.7536,69.2097,94.6667,81.2667
8/27/2004,19,2.3475,1.3773,2.4379,14.4000,9.6000
8/27/2004,20,-0.6614,1.5381,-0.4343,-1.0000,-1.0000
8/27/2004,21,-0.7824,1.3690,-0.6118,-1.0000,-1.0000
8/27/2004,22,-2.3111,1.0104,-1.5701,-1.0000,-1.0000
8/27/2004,23,-3.0143,1.3187,-2.5041,-1.0000,-1.0000
8/28/2004,0,-3.6760,1.2762,-3.5938,-1.0000,-1.0000
8/28/2004,1,-3.7794,0.8325,-3.5497,-1.0000,-1.0000
8/28/2004,2,-4.3922,0.4367,-3.4176,-1.0000,-1.0000
8/28/2004,3,-4.3279,0.6863,-2.6167,-1.0000,-1.0000
8/28/2004,4,-3.0614,0.0140,-1.4006,-1.0000,-1.0000
8/28/2004,5,-2.1153,0.2700,-0.7534,-1.0000,-1.0000
8/28/2004,6,17.1932,184.8659,15.9768,-0.7667,-0.7667
8/28/2004,7,169.6728,715.5158,47.5049,0.4833,0.0000
8/28/2004,8,382.6378,897.0337,50.3517,6.1333,0.0333
8/28/2004,9,585.3378,968.4567,51.5119,6.6833,0.4333
8/28/2004,10,768.5958,1011.1200,54.5487,0.0000,0.0000
8/28/2004,11,897.2923,1034.5800,58.8767,0.0000,0.0000
8/28/2004,12,959.1182,1036.6450,61.7533,0.0000,0.0000
8/28/2004,13,954.1007,1029.8317,62.6562,0.0500,0.0500
8/28/2004,14,880.7500,1012.5862,61.1121,0.6833,0.6833
8/28/2004,15,746.4558,980.1825,60.0795,0.6000,0.6000
8/28/2004,16,565.1387,930.2032,55.6422,0.1167,0.1167
8/28/2004,17,359.6410,845.1970,49.3198,0.2167,0.2167
8/28/2004,18,148.7205,658.4467,41.1017,1.0000,1.0000
8/28/2004,19,10.3328,110.7410,8.6657,-0.4000,-0.4000
8/28/2004,20,-5.3203,-0.2428,-3.8620,-1.0000,-1.0000
8/28/2004,21,-5.1454,-0.5235,-3.5887,-1.0000,-1.0000
8/28/2004,22,-3.7934,0.4200,-2.5784,-1.0000,-1.0000
8/28/2004,23,-3.7744,0.0417,-2.4890,-1.0000,-1.0000
8/29/2004,0,-4.6179,0.3986,-3.1868,-1.0000,-1.0000
8/29/2004,1,-3.3215,0.5189,-2.1825,-1.0000,-1.0000
8/29/2004,2,-4.0473,-0.2840,-2.6786,-1.0000,-1.0000
8/29/2004,3,-5.2917,-0.6515,-3.5948,-1.0000,-1.0000
8/29/2004,4,-4.0754,-0.0419,-2.5695,-1.0000,-1.0000
8/29/2004,5,-3.7620,0.6768,-2.4914,-1.0000,-1.0000
8/29/2004,6,12.6960,174.4507,11.4986,-0.5667,-0.5667
8/29/2004,7,163.0787,702.8298,43.8644,0.2500,0.2500
8/29/2004,8,372.4078,882.8528,48.3147,0.1000,0.1000
8/29/2004,9,569.6328,958.8358,48.2189,0.4000,0.4000
8/29/2004,10,751.1288,989.1847,57.4536,0.0000,0.0000
8/29/2004,11,878.4285,1008.9733,62.9389,0.0000,0.0000
8/29/2004,12,940.2853,1015.1483,63.9687,0.0000,0.0000
8/29/2004,13,936.2687,1010.0267,64.1974,0.0000,0.0000
8/29/2004,14,865.1677,993.9445,62.9887,0.0000,0.0000
8/29/2004,15,734.9405,963.5962,62.2769,0.0333,0.0333
8/29/2004,16,556.2548,914.0410,58.7281,0.0000,0.0000
8/29/2004,17,351.7593,819.4855,52.6053,0.7000,0.7000
8/29/2004,18,143.7150,624.0483,42.6032,1.9333,1.9333
8/29/2004,19,7.2977,93.8320,6.7169,-0.2000,-0.2000
8/29/2004,20,-6.5268,-0.9822,-4.5194,-1.0000,-1.0000
8/29/2004,21,-4.6309,0.0390,-3.2615,-1.0000,-1.0000
8/29/2004,22,-4.2346,0.0645,-2.9131,-1.0000,-1.0000
8/29/2004,23,-4.1615,-0.0576,-2.8498,-1.0000,-1.0000
8/30/2004,0,-4.5704,-0.0242,-3.2327,-1.0000,-1.0000
8/30/2004,1,-4.1955,0.1768,-2.8598,-1.0000,-1.0000
8/30/2004,2,-4.6372,0.3223,-3.3656,-1.0000,-1.0000
8/30/2004,3,-5.3540,-0.5115,-3.9439,-1.0000,-1.0000
8/30/2004,4,-3.3915,0.9074,-2.2154,-1.0000,-1.0000
8/30/2004,5,-3.9013,0.3999,-2.6398,-1.0000,-1.0000
8/30/2004,6,9.6402,117.6607,9.6748,-0.6000,-0.6000
8/30/2004,7,157.9354,625.8862,51.5832,1.1833,1.0000
8/30/2004,8,353.2667,757.3117,75.1275,4.2333,2.5667
8/30/2004,9,536.6855,851.7818,65.4403,2.4000,1.5333
8/30/2004,10,734.4217,964.9430,63.9303,0.7167,0.3000
8/30/2004,11,856.0502,986.4925,66.0075,0.0167,0.0167
8/30/2004,12,924.9395,993.7492,73.5526,3.5333,2.5167
8/30/2004,13,541.0510,408.6441,185.8921,49.8333,41.7500
8/30/2004,14,170.6307,1.1872,170.6307,93.6500,85.5667
8/30/2004,15,151.0096,1.1719,151.0096,99.3500,94.8167
8/30/2004,16,488.0348,446.7256,255.0478,85.3500,72.5833
8/30/2004,17,279.0013,244.4852,194.6827,93.2833,84.5833
8/30/2004,18,122.3915,167.2977,95.4955,78.6667,54.6833
