DATE,HOUR-MST,Avg Global PSP [W/m^2],Avg Diffuse SB PSP [W/m^2]
8/8/1991,1,-3.6723,-3.3042
8/8/1991,2,-3.8558,-3.3848
8/8/1991,3,-4.3985,-3.7067
8/8/1991,4,-4.3946,-3.8352
8/8/1991,5,-3.3386,-2.7913
8/8/1991,6,37.2017,22.9997
8/8/1991,7,161.1825,91.9324
8/8/1991,8,390.6150,97.0853
8/8/1991,9,596.1250,66.4269
8/8/1991,10,786.4667,105.0631
8/8/1991,11,602.9033,300.6467
8/8/1991,12,845.6167,123.9761
8/8/1991,13,982.2450,152.5494
8/8/1991,14,270.2242,196.4667
8/8/1991,15,560.1500,257.4633
8/8/1991,16,272.2617,159.9442
8/8/1991,17,140.4117,124.9127
8/8/1991,18,229.6583,99.2627
8/8/1991,19,50.8711,25.0915
8/8/1991,20,-4.0404,-2.9836
8/8/1991,21,-4.8688,-4.0877
8/8/1991,22,-4.3301,-3.6474
8/8/1991,23,-3.8309,-3.1437
8/9/1991,0,-3.9424,-3.2791
8/9/1991,1,-3.6239,-2.9364
8/9/1991,2,-3.9429,-3.2493
8/9/1991,3,-4.7002,-4.0782
8/9/1991,4,-3.9789,-3.2914
8/9/1991,5,-3.7974,-3.0563
8/9/1991,6,36.2507,21.6894
8/9/1991,7,195.3717,46.3347
8/9/1991,8,393.6300,53.3232
8/9/1991,9,582.4400,57.1142
8/9/1991,10,745.9817,63.6701
8/9/1991,11,862.9133,81.6462
8/9/1991,12,923.9733,112.6030
8/9/1991,13,898.1375,225.0325
8/9/1991,14,592.4275,253.8092
8/9/1991,15,195.2458,182.8683
8/9/1991,16,208.7667,193.2975
8/9/1991,17,228.3476,175.4456
8/9/1991,18,18.3409,17.2592
8/9/1991,19,9.0850,9.4094
8/9/1991,20,-0.4923,-0.2515
8/9/1991,21,-3.3409,-3.1499
8/9/1991,22,-4.8793,-4.1437
8/9/1991,23,-4.5259,-3.8878
8/10/1991,0,-4.0284,-3.2022
8/10/1991,1,-5.1052,-4.2115
8/10/1991,2,-3.9111,-3.1283
8/10/1991,3,-3.9365,-3.3016
8/10/1991,4,-5.6855,-4.5251
8/10/1991,5,-3.5993,-2.8930
8/10/1991,6,12.0341,11.3303
8/10/1991,7,191.0378,57.0929
8/10/1991,8,351.5850,121.2717
8/10/1991,9,587.3375,95.7103
8/10/1991,10,760.0342,111.2234
8/10/1991,11,864.3125,126.4867
8/10/1991,12,606.5592,144.2733
8/10/1991,13,584.8600,257.9825
8/10/1991,14,848.7425,104.6075
8/10/1991,15,409.0354,187.2846
8/10/1991,16,374.5342,183.7667
8/10/1991,17,207.5642,161.1383
8/10/1991,18,51.2560,46.5188
8/10/1991,19,21.1153,18.1844
8/10/1991,20,-3.0275,-2.6091
8/10/1991,21,-3.0976,-2.7793
8/10/1991,22,-3.7902,-3.2474
8/10/1991,23,-4.4567,-3.7688
8/11/1991,0,-4.3583,-3.5027
8/11/1991,1,-3.5474,-2.9449
8/11/1991,2,-4.0865,-3.4063
8/11/1991,3,-3.9066,-3.3251
8/11/1991,4,-4.0030,-3.2865
8/11/1991,5,-4.6906,-3.9072
8/11/1991,6,31.7673,20.8202
8/11/1991,7,184.7848,48.7658
8/11/1991,8,381.9000,53.8454
8/11/1991,9,567.1775,57.4748
8/11/1991,10,731.7025,64.0658
8/11/1991,11,799.6558,96.0938
8/11/1991,12,758.1258,276.8708
8/11/1991,13,608.1242,314.9092
8/11/1991,14,865.9125,108.0350
8/11/1991,15,491.2575,158.3242
8/11/1991,16,96.9793,90.6260
8/11/1991,17,113.8383,103.4962
8/11/1991,18,65.2379,58.8818
8/11/1991,19,34.5086,30.0228
8/11/1991,20,-2.8321,-2.4605
8/11/1991,21,-4.4568,-3.9546
8/11/1991,22,-4.5201,-3.8261
8/11/1991,23,-3.5616,-2.9356
8/12/1991,0,-3.2034,-2.6307
8/12/1991,1,-2.2262,-1.9282
8/12/1991,2,-2.2149,-1.9120
8/12/1991,3,-2.9660,-2.5466
8/12/1991,4,-2.8619,-2.3842
8/12/1991,5,-3.0431,-2.4647
8/12/1991,6,13.8092,12.6997
8/12/1991,7,70.6851,59.9285
8/12/1991,8,107.3074,95.9057
8/12/1991,9,71.9477,65.0667
8/12/1991,10,175.9763,154.9356
8/12/1991,11,230.8267,206.4850
8/12/1991,12,350.8483,307.5700
8/12/1991,13,371.5933,299.4250
8/12/1991,14,268.8183,241.8067
8/12/1991,15,145.2037,131.4689
8/12/1991,16,145.5101,129.2488
8/12/1991,17,44.4149,39.7454
8/12/1991,18,25.5597,22.3003
8/12/1991,19,3.8309,3.2771
8/12/1991,20,-0.8380,-0.7520
8/12/1991,21,-0.9540,-0.9633
8/12/1991,22,-1.0910,-1.1397
8/12/1991,23,-1.2285,-1.4353
8/13/1991,0,-1.7978,-1.9475
8/13/1991,1,-2.9783,-2.4080
8/13/1991,2,-3.9462,-2.5328
8/13/1991,3,-3.0282,-1.7589
8/13/1991,4,-3.2139,-1.3217
8/13/1991,5,-3.3397,-0.9008
8/13/1991,6,13.1132,14.1013
8/13/1991,7,132.5089,105.0233
8/13/1991,8,197.9367,171.3650
8/13/1991,9,487.9408,229.8250
8/13/1991,10,437.4658,302.4675
8/13/1991,11,748.7092,442.1583
8/13/1991,12,622.2850,401.0075
8/13/1991,13,450.4917,358.6425
8/13/1991,14,515.6817,324.8833
8/13/1991,15,638.3900,261.2467
8/13/1991,16,394.0450,260.2325
8/13/1991,17,331.7483,192.2658
8/13/1991,18,151.5972,84.1287
8/13/1991,19,22.4985,21.3942
8/13/1991,20,-4.2841,-3.4658
8/13/1991,21,-4.8267,-3.8704
8/13/1991,22,-4.4362,-3.6816
8/13/1991,23,-3.9883,-3.4296
8/14/1991,0,-3.8262,-3.1358
8/14/1991,1,-4.1732,-3.5731
8/14/1991,2,-4.0094,-3.1787
8/14/1991,3,-3.6304,-2.9931
8/14/1991,4,-3.8896,-3.1193
8/14/1991,5,-3.7110,-2.9716
8/14/1991,6,30.2702,18.7609
8/14/1991,7,183.8858,41.2342
8/14/1991,8,382.5292,45.1348
8/14/1991,9,571.7217,48.8219
8/14/1991,10,729.8808,55.9408
8/14/1991,11,844.4283,61.4732
8/14/1991,12,915.2700,66.3043
8/14/1991,13,939.5017,98.3333
8/14/1991,14,693.5800,129.2735
8/14/1991,15,726.7858,94.8339
8/14/1991,16,497.5850,137.1926
8/14/1991,17,329.0675,74.9643
8/14/1991,18,103.1748,54.4038
8/14/1991,19,31.4562,17.1865
8/14/1991,20,-6.4132,-4.8379
8/14/1991,21,-4.7965,-4.0037
8/14/1991,22,-4.4780,-3.8073
8/14/1991,23,-4.3480,-3.7038
8/15/1991,0,-5.1780,-4.4217
8/15/1991,1,-4.3899,-3.8686
8/15/1991,2,-3.3827,-3.0910
8/15/1991,3,-3.2113,-2.8311
8/15/1991,4,-2.9962,-2.6454
8/15/1991,5,-3.1948,-2.7707
8/15/1991,6,41.3051,31.1617
8/15/1991,7,88.4719,68.5919
8/15/1991,8,324.1831,129.5083
8/15/1991,9,351.6000,232.2733
8/15/1991,10,472.1775,253.5983
8/15/1991,11,476.6492,339.4017
8/15/1991,12,610.4775,258.7808
8/15/1991,13,659.2658,269.1467
8/15/1991,14,670.0592,261.8833
8/15/1991,15,149.2260,121.1725
8/15/1991,16,68.2355,60.5144
8/15/1991,17,120.1934,101.8410
8/15/1991,18,46.7370,41.6835
8/15/1991,19,5.9503,5.4212
8/15/1991,20,-3.3263,-3.6794
8/15/1991,21,-4.2820,-5.4914
8/15/1991,22,-2.3193,-2.7380
8/15/1991,23,-2.7721,-2.6136
8/16/1991,0,-2.7625,-2.4163
8/16/1991,1,-3.9463,-3.4547
8/16/1991,2,-4.9881,-4.0381
8/16/1991,3,-4.2227,-3.5307
8/16/1991,4,-3.7822,-3.2679
8/16/1991,5,-2.3091,-2.1428
8/16/1991,6,28.0979,22.9916
8/16/1991,7,173.3948,39.5638
8/16/1991,8,408.0125,68.7189
8/16/1991,9,497.8358,164.2991
8/16/1991,10,689.1883,107.2257
8/16/1991,11,857.3283,117.5706
8/16/1991,12,898.8308,104.1908
8/16/1991,13,897.5158,98.5802
8/16/1991,14,864.8483,100.4093
8/16/1991,15,583.0185,244.4488
8/16/1991,16,418.0457,99.8318
8/16/1991,17,236.3542,70.7161
8/16/1991,18,88.7290,53.1059
8/16/1991,19,31.1572,20.5956
8/16/1991,20,-4.2589,-3.4838
8/16/1991,21,-3.9539,-3.3569
8/16/1991,22,-4.1250,-3.4407
8/16/1991,23,-4.2959,-3.3278
8/17/1991,0,-4.9349,-3.7905
8/17/1991,1,-4.7434,-3.7877
8/17/1991,2,-4.3384,-3.4350
8/17/1991,3,-4.4266,-3.5084
8/17/1991,4,-4.2365,-3.4109
8/17/1991,5,-4.4896,-3.6247
8/17/1991,6,24.1032,15.1872
8/17/1991,7,172.9027,44.3416
8/17/1991,8,370.1083,50.8105
8/17/1991,9,556.5200,55.1095
8/17/1991,10,718.6808,65.1508
8/17/1991,11,835.3492,72.7209
8/17/1991,12,897.8900,87.7410
8/17/1991,13,884.4983,127.7496
8/17/1991,14,838.3300,120.3825
8/17/1991,15,737.8075,117.5562
8/17/1991,16,573.8000,87.6661
8/17/1991,17,356.3092,75.5962
8/17/1991,18,181.3867,53.6641
8/17/1991,19,34.4483,23.1050
8/17/1991,20,-5.9132,-4.3808
8/17/1991,21,-4.0979,-3.4345
8/17/1991,22,-3.7402,-3.1312
8/17/1991,23,-3.3883,-2.8798
8/18/1991,0,-3.7669,-3.1258
8/18/1991,1,-3.7216,-3.1599
8/18/1991,2,-4.4827,-3.7448
8/18/1991,3,-4.4119,-3.7839
8/18/1991,4,-4.1523,-3.3453
8/18/1991,5,-3.7833,-2.9885
8/18/1991,6,23.6545,16.5645
8/18/1991,7,162.9024,54.5240
8/18/1991,8,358.7567,69.7122
8/18/1991,9,537.4775,90.9966
8/18/1991,10,720.3767,111.7524
8/18/1991,11,826.3500,147.4325
8/18/1991,12,895.3500,215.0008
8/18/1991,13,727.2550,234.5300
8/18/1991,14,584.0633,291.1592
8/18/1991,15,624.5750,297.7667
8/18/1991,16,478.5825,206.8433
8/18/1991,17,187.4331,126.9438
8/18/1991,18,88.3797,77.4672
8/18/1991,19,14.8490,13.3919
8/18/1991,20,-3.1530,-2.5139
8/18/1991,21,-3.4732,-3.3819
8/18/1991,22,-1.8900,-2.2477
8/18/1991,23,-1.3320,-1.2852
8/19/1991,0,-3.2780,-2.9015
8/19/1991,1,-3.8405,-3.3078
8/19/1991,2,-4.3748,-3.7109
8/19/1991,3,-3.3111,-2.7369
8/19/1991,4,-3.1296,-2.5382
8/19/1991,5,-2.0595,-1.7233
8/19/1991,6,21.6261,17.3879
8/19/1991,7,74.6563,66.5154
8/19/1991,8,78.9058,72.7323
8/19/1991,9,84.6337,79.3270
8/19/1991,10,112.9725,104.8923
8/19/1991,11,203.7208,176.6875
8/19/1991,12,270.8604,241.6031
8/19/1991,13,104.2451,95.9524
8/19/1991,14,269.3083,231.5742
8/19/1991,15,418.5800,310.6975
8/19/1991,16,190.9492,166.0992
8/19/1991,17,324.7237,171.5870
8/19/1991,18,109.5824,69.2086
8/19/1991,19,15.6736,14.8059
8/19/1991,20,-3.9118,-3.2318
8/19/1991,21,-5.5080,-4.3622
8/19/1991,22,-4.1466,-3.4307
8/19/1991,23,-3.4694,-2.8900
8/20/1991,0,-3.5981,-3.0612
8/20/1991,1,-3.1965,-2.7750
8/20/1991,2,-4.3431,-3.7548
8/20/1991,3,-3.2454,-2.7528
8/20/1991,4,-3.2319,-2.6422
8/20/1991,5,-3.5301,-3.0082
8/20/1991,6,27.0221,19.7492
8/20/1991,7,185.8662,58.6328
8/20/1991,8,299.6033,120.0016
8/20/1991,9,637.8783,136.5124
8/20/1991,10,691.0433,168.4377
8/20/1991,11,654.7758,220.5058
8/20/1991,12,474.9600,264.2192
8/20/1991,13,543.7775,231.1900
8/20/1991,14,235.2215,180.3424
8/20/1991,15,512.8750,187.6608
8/20/1991,16,167.9053,140.2141
8/20/1991,17,60.4399,55.2880
8/20/1991,18,117.4406,74.8628
8/20/1991,19,19.4991,15.9166
8/20/1991,20,-2.9740,-2.5072
8/20/1991,21,-4.4002,-3.6726
8/20/1991,22,-4.9297,-4.1322
8/20/1991,23,-3.0187,-2.9305
8/21/1991,0,-3.6735,-3.3592
8/21/1991,1,-3.5326,-3.1124
8/21/1991,2,-3.6464,-3.1883
8/21/1991,3,-3.5852,-3.0768
8/21/1991,4,-3.3181,-2.8833
8/21/1991,5,-3.5405,-3.0753
8/21/1991,6,21.8665,14.8054
8/21/1991,7,168.7004,43.2946
8/21/1991,8,368.8542,50.1058
8/21/1991,9,553.5358,53.7899
8/21/1991,10,714.2433,60.4731
8/21/1991,11,844.4442,69.5485
8/21/1991,12,919.2717,96.9969
8/21/1991,13,901.9550,98.8227
8/21/1991,14,596.1808,167.3708
8/21/1991,15,348.4025,175.2833
8/21/1991,16,478.7458,215.1000
8/21/1991,17,275.5767,127.8693
8/21/1991,18,168.2271,90.3963
8/21/1991,19,30.5110,19.3525
8/21/1991,20,-5.7614,-4.6245
8/21/1991,21,-4.7874,-4.0782
8/21/1991,22,-4.7613,-4.1757
8/21/1991,23,-4.2797,-3.8901
8/22/1991,0,-4.5236,-4.0960
8/22/1991,1,-3.7828,-3.2966
8/22/1991,2,-3.5219,-3.1155
8/22/1991,3,-4.4574,-3.8042
8/22/1991,4,-3.8768,-3.4196
8/22/1991,5,-3.7307,-3.2850
8/22/1991,6,19.7517,13.6964
8/22/1991,7,164.1968,45.0880
8/22/1991,8,368.3833,54.5196
8/22/1991,9,547.7150,57.9347
8/22/1991,10,717.5542,69.2478
8/22/1991,11,748.5750,189.6558
8/22/1991,12,662.7700,189.9742
8/22/1991,13,874.0500,215.0442
8/22/1991,14,434.6142,235.2483
8/22/1991,15,273.1108,173.0120
8/22/1991,16,326.4217,220.1075
8/22/1991,17,218.3500,157.6042
8/22/1991,18,86.6553,69.2500
8/22/1991,19,19.6204,17.0630
8/22/1991,20,-5.4172,-4.5618
8/22/1991,21,-3.3821,-2.8818
8/22/1991,22,-3.4771,-3.0055
8/22/1991,23,-3.6684,-3.1998
8/23/1991,0,-3.5750,-3.1874
8/23/1991,1,-4.2083,-3.6595
8/23/1991,2,-4.0567,-3.5233
8/23/1991,3,-4.2020,-3.6091
8/23/1991,4,-4.1314,-3.5566
8/23/1991,5,-3.8643,-3.3539
8/23/1991,6,18.3883,13.0836
8/23/1991,7,168.1299,51.4911
8/23/1991,8,324.4942,66.0455
8/23/1991,9,538.2667,58.3238
8/23/1991,10,706.6050,66.1905
8/23/1991,11,764.0825,106.5206
8/23/1991,12,737.7092,239.2958
8/23/1991,13,749.3767,187.3450
8/23/1991,14,277.4233,211.9367
8/23/1991,15,221.6608,175.7017
8/23/1991,16,157.4700,128.4122
8/23/1991,17,340.4500,142.7530
8/23/1991,18,80.6421,51.6526
8/23/1991,19,11.7804,10.8178
8/23/1991,20,-6.0936,-4.7275
8/23/1991,21,-5.4484,-4.5355
8/23/1991,22,-4.2191,-3.8468
8/23/1991,23,-5.1801,-4.4148
8/24/1991,0,-4.0295,-3.6386
8/24/1991,1,-5.5084,-4.8551
8/24/1991,2,-5.0720,-4.4573
8/24/1991,3,-4.2847,-3.6239
8/24/1991,4,-4.0369,-3.3624
8/24/1991,5,-4.1478,-3.5218
8/24/1991,6,15.2323,10.0657
8/24/1991,7,158.7121,41.8958
8/24/1991,8,359.5625,50.2900
8/24/1991,9,542.9667,54.0439
8/24/1991,10,709.7958,64.9897
8/24/1991,11,859.9133,93.2822
8/24/1991,12,514.0070,186.0345
8/24/1991,13,243.7093,168.7058
8/24/1991,14,850.3442,177.8158
8/24/1991,15,712.2900,151.1308
8/24/1991,16,433.2425,117.9237
8/24/1991,17,135.7735,86.2977
8/24/1991,18,22.1306,22.7738
8/24/1991,19,5.6816,5.8426
8/24/1991,20,-3.2061,-2.7302
8/24/1991,21,-3.1133,-2.6698
8/24/1991,22,-3.4297,-2.9778
8/24/1991,23,-4.0884,-3.5543
8/25/1991,0,-3.4579,-2.9693
8/25/1991,1,-4.5496,-3.9157
8/25/1991,2,-3.1252,-2.6829
8/25/1991,3,-3.3838,-2.9762
8/25/1991,4,-3.7862,-3.3337
8/25/1991,5,-4.1886,-3.6572
8/25/1991,6,15.7204,10.9795
8/25/1991,7,154.2059,40.7107
8/25/1991,8,352.3833,50.0066
8/25/1991,9,535.6375,54.7450
8/25/1991,10,698.5258,60.2742
8/25/1991,11,822.1033,67.7378
8/25/1991,12,888.2433,78.5272
8/25/1991,13,911.8717,107.5922
8/25/1991,14,552.2225,209.0117
8/25/1991,15,146.8342,139.9875
8/25/1991,16,158.6650,143.4200
8/25/1991,17,153.1217,132.5817
8/25/1991,18,60.8598,53.1117
8/25/1991,19,5.7857,5.4216
8/25/1991,20,-5.7687,-4.9627
8/25/1991,21,-4.3182,-3.6889
8/25/1991,22,-4.4138,-3.9226
8/25/1991,23,-5.5038,-4.8930
8/26/1991,0,-5.1829,-4.4411
8/26/1991,1,-3.9072,-3.5109
8/26/1991,2,-4.3396,-3.6409
8/26/1991,3,-4.2598,-3.5712
8/26/1991,4,-4.9362,-4.1842
8/26/1991,5,-4.1981,-3.5403
8/26/1991,6,15.8126,11.4546
8/26/1991,7,151.7979,41.4612
8/26/1991,8,347.1333,50.0098
8/26/1991,9,527.5675,56.2131
8/26/1991,10,689.2142,63.3633
8/26/1991,11,813.5517,72.4988
8/26/1991,12,877.7958,78.7756
8/26/1991,13,884.2625,87.6293
8/26/1991,14,737.5375,130.0903
8/26/1991,15,168.7775,152.9383
8/26/1991,16,147.6575,135.4650
8/26/1991,17,88.2598,80.4508
8/26/1991,18,45.8912,41.1286
8/26/1991,19,2.3790,2.2778
8/26/1991,20,-3.1381,-2.7491
8/26/1991,21,-3.9915,-3.6274
8/26/1991,22,-3.8947,-3.5996
8/26/1991,23,-3.9191,-3.3860
8/27/1991,0,-3.8144,-3.3280
8/27/1991,1,-3.8743,-3.3054
8/27/1991,2,-3.8618,-3.2961
8/27/1991,3,-3.8093,-3.2838
8/27/1991,4,-3.8087,-3.2746
8/27/1991,5,-3.7798,-3.2273
8/27/1991,6,13.3607,9.7358
8/27/1991,7,152.1937,45.6178
8/27/1991,8,363.7608,70.0512
8/27/1991,9,523.3458,55.7378
8/27/1991,10,687.4250,65.6691
8/27/1991,11,808.1975,72.0385
8/27/1991,12,862.1683,78.9310
8/27/1991,13,871.1792,113.0614
8/27/1991,14,745.3967,173.8500
8/27/1991,15,492.8908,233.2133
8/27/1991,16,375.3025,201.6250
8/27/1991,17,211.4752,102.2415
8/27/1991,18,107.9963,80.0874
8/27/1991,19,13.2426,12.3959
8/27/1991,20,-2.9672,-2.6429
8/27/1991,21,-4.6262,-4.8812
8/27/1991,22,-3.5919,-3.3725
8/27/1991,23,-3.9105,-3.3439
8/28/1991,0,-3.1494,-2.6901
8/28/1991,1,-2.8603,-2.5153
8/28/1991,2,-3.5031,-2.9509
8/28/1991,3,-5.1248,-4.4712
8/28/1991,4,-4.4074,-3.8020
8/28/1991,5,-4.3531,-3.7162
8/28/1991,6,15.0849,10.9191
8/28/1991,7,146.7571,39.3621
8/28/1991,8,347.9500,49.5530
8/28/1991,9,526.6358,54.6903
8/28/1991,10,684.7583,62.4303
8/28/1991,11,799.9408,72.9834
8/28/1991,12,869.3575,121.1054
8/28/1991,13,457.6801,203.2773
8/28/1991,14,44.4757,38.6545
8/28/1991,15,123.2197,108.8749
8/28/1991,16,21.2447,19.4230
8/28/1991,17,19.3771,15.9089
8/28/1991,18,6.1143,5.4859
8/28/1991,19,16.6311,13.0260
8/28/1991,20,-1.9409,-1.8578
8/28/1991,21,-4.7968,-3.9778
8/28/1991,22,-3.5842,-2.8265
8/28/1991,23,-4.4817,-3.7999
8/29/1991,0,-3.9744,-3.2445
8/29/1991,1,-4.8954,-3.7879
8/29/1991,2,-3.6006,-2.7983
8/29/1991,3,-3.6515,-3.0421
8/29/1991,4,-4.0424,-3.2845
8/29/1991,5,-3.5767,-2.9155
8/29/1991,6,13.1812,8.7884
8/29/1991,7,149.2185,38.7659
8/29/1991,8,350.7783,48.9799
8/29/1991,9,528.1108,56.1111
8/29/1991,10,697.9817,66.0867
8/29/1991,11,630.9617,148.1285
8/29/1991,12,670.1750,187.5316
8/29/1991,13,823.5517,137.4593
8/29/1991,14,513.3458,199.3158
8/29/1991,15,517.7417,263.0108
8/29/1991,16,202.8450,113.4659
8/29/1991,17,280.1375,132.5303
8/29/1991,18,118.1266,69.8033
8/29/1991,19,4.2650,4.9581
8/29/1991,20,-4.8020,-3.9740
8/29/1991,21,-5.2060,-4.4428
8/29/1991,22,-4.2320,-3.6071
8/29/1991,23,-4.0928,-3.5235
8/30/1991,0,-4.1302,-3.6257
8/30/1991,1,-3.8994,-3.3557
8/30/1991,2,-3.5968,-3.0797
8/30/1991,3,-4.1929,-3.4334
8/30/1991,4,-4.2511,-3.5293
8/30/1991,5,-4.0004,-3.3119
8/30/1991,6,11.5494,8.5999
8/30/1991,7,138.6768,41.4638
8/30/1991,8,266.2675,50.4475
8/30/1991,9,545.3525,58.6521
8/30/1991,10,677.9858,68.5492
8/30/1991,11,799.9350,72.4752
8/30/1991,12,868.3108,72.7725
8/30/1991,13,866.7075,74.2100
8/30/1991,14,812.9908,72.8204
8/30/1991,15,688.1633,68.5683
8/30/1991,16,521.5058,63.6857
8/30/1991,17,326.2917,53.7852
8/30/1991,18,128.0446,40.8093
8/30/1991,19,6.1672,5.3709
8/30/1991,20,-7.8802,-6.0827
8/30/1991,21,-7.2606,-5.6966
8/30/1991,22,-4.5084,-3.4571
8/30/1991,23,-5.6356,-4.5814
8/31/1991,0,-6.3181,-5.2593
8/31/1991,1,-4.7220,-3.8342
8/31/1991,2,-4.3758,-3.5193
8/31/1991,3,-3.8953,-3.1301
8/31/1991,4,-3.7653,-3.1078
8/31/1991,5,-3.8168,-3.1156
8/31/1991,6,9.4753,7.1685
8/31/1991,7,137.6529,43.0034
8/31/1991,8,333.7550,53.7664
8/31/1991,9,518.3317,60.5356
8/31/1991,10,687.5158,66.5434
8/31/1991,11,810.5192,70.5713
8/31/1991,12,880.4858,71.3635
8/31/1991,13,878.3508,72.0573
8/31/1991,14,813.7033,72.7581
8/31/1991,15,651.1742,73.0343
8/31/1991,16,528.8958,69.3488
8/31/1991,17,321.8375,56.9015
8/31/1991,18,133.9478,39.8172
8/31/1991,19,6.7402,4.6066
8/31/1991,20,-6.0722,-5.4560
8/31/1991,21,-6.3452,-5.6350
8/31/1991,22,-5.7085,-4.8720
8/31/1991,23,-5.8981,-4.9339
