DATE,HOUR-MST,Avg Global PSP [W/m^2],Avg Global Extraterrestrial (calc) [W/m^2],Avg Direct NIP #2 [W/m^2],Avg Diffuse PSP (sband corr) [W/m^2],Avg Total Cloud Cover [%],Avg Opaque Cloud Cover [%]
7/2/2010,23,-7.1593,0.0000,-0.9411,-5.7620,-1.0000,-1.0000
7/3/2010,0,-5.4135,0.0000,0.7470,-3.6614,-1.0000,-1.0000
7/3/2010,1,-1.4351,0.0000,1.0091,-1.3150,-1.0000,-1.0000
7/3/2010,2,-2.3583,0.0000,0.5337,-1.9586,-1.0000,-1.0000
7/3/2010,3,-5.8689,0.0000,-1.0059,-4.5310,-1.0000,-1.0000
7/3/2010,4,-4.7357,0.0000,0.0537,-3.8439,-1.0000,-1.0000
7/3/2010,5,1.5026,12.5174,32.2801,1.8243,-1.0000,-1.0000
7/3/2010,6,63.4748,192.0278,233.0835,35.8551,1.5167,1.2167
7/3/2010,7,295.1205,434.3143,735.5208,79.2978,3.5167,1.8000
7/3/2010,8,452.3673,670.4915,771.6134,77.6827,3.7333,3.0500
7/3/2010,9,641.5563,883.6820,818.9518,82.8958,4.2333,3.6500
7/3/2010,10,849.4813,1059.2220,945.0562,82.1610,3.7333,2.4833
7/3/2010,11,957.1617,1185.1025,833.6150,181.2977,22.2833,13.2500
7/3/2010,12,736.5630,1252.7232,503.2689,241.6638,47.6786,34.7321
7/3/2010,13,685.5870,1257.4632,455.0052,231.1424,44.7667,31.4833
7/3/2010,14,512.7615,1198.9928,292.2400,232.6186,51.4500,31.3167
7/3/2010,15,409.2090,1081.2955,104.7156,324.4393,86.3500,57.5500
7/3/2010,16,354.5768,912.4001,120.2635,267.8144,77.7333,55.4167
7/3/2010,17,186.8792,703.8464,42.9773,167.2722,95.9833,82.4167
7/3/2010,18,47.7775,469.9495,-2.0322,47.7775,91.9833,68.2500
7/3/2010,19,9.6124,227.2011,11.6677,8.2188,68.6167,39.4000
7/3/2010,20,3.6429,25.7714,34.0419,4.3565,8.0333,4.5667
7/3/2010,21,-3.1991,0.0000,0.5103,-2.3727,-1.0000,-1.0000
7/3/2010,22,-4.2292,0.0000,-1.1859,-3.1222,-1.0000,-1.0000
7/3/2010,23,-4.2168,0.0000,-0.5607,-3.3919,-1.0000,-1.0000
7/4/2010,0,-5.3235,0.0000,-0.7063,-4.1090,-1.0000,-1.0000
7/4/2010,1,-5.0358,0.0000,-0.9271,-3.7673,-1.0000,-1.0000
7/4/2010,2,-3.4054,0.0000,-1.3395,-2.3803,-1.0000,-1.0000
7/4/2010,3,-2.2223,0.0000,0.2276,-1.5926,-1.0000,-1.0000
7/4/2010,4,-0.9132,0.0000,0.1580,-0.6338,-1.0000,-1.0000
7/4/2010,5,0.5539,11.8734,-0.3370,0.7148,-1.0000,-1.0000
7/4/2010,6,16.4156,190.0735,0.0952,16.4112,57.6333,39.4833
7/4/2010,7,25.6918,432.4800,0.2939,25.6918,96.7667,80.6833
7/4/2010,8,127.5304,668.8421,6.1646,125.3409,98.6000,89.5167
7/4/2010,9,262.9407,882.2528,4.9062,262.9383,98.1667,73.9500
7/4/2010,10,487.6840,1058.0312,83.6316,417.1307,93.9333,70.4000
7/4/2010,11,462.2223,1184.1514,50.5068,417.8389,94.7000,68.8833
7/4/2010,12,460.9247,1251.9959,44.5185,418.1882,88.1500,62.7167
7/4/2010,13,292.6048,1256.9282,14.0425,280.5510,93.5500,65.6000
7/4/2010,14,546.5207,1198.6042,241.5865,333.5164,64.2833,37.2167
7/4/2010,15,473.7140,1080.9980,283.1469,227.9042,54.1167,34.2667
7/4/2010,16,462.3227,912.1312,391.8785,195.6076,55.9500,40.2333
7/4/2010,17,189.8821,703.5410,115.9141,121.0594,88.6167,69.3500
7/4/2010,18,50.9035,469.5458,-1.0093,50.1772,94.9167,75.9333
7/4/2010,19,31.2509,226.6465,0.6181,31.1727,66.3929,50.0536
7/4/2010,20,3.1840,25.4519,-1.8198,2.8229,8.0167,5.1500
7/4/2010,21,-0.0402,0.0000,0.3837,-0.0742,-1.0000,-1.0000
7/4/2010,22,-0.0626,0.0000,1.0641,-0.1566,-1.0000,-1.0000
7/4/2010,23,-0.5920,0.0000,0.9805,-0.5325,-1.0000,-1.0000
7/5/2010,0,-1.1450,0.0000,1.1164,-0.9780,-1.0000,-1.0000
7/5/2010,1,-2.1136,0.0000,0.5434,-1.7262,-1.0000,-1.0000
7/5/2010,2,-2.2727,0.0000,0.5940,-2.0308,-1.0000,-1.0000
7/5/2010,3,-2.0417,0.0000,0.5047,-1.4633,-1.0000,-1.0000
7/5/2010,4,-1.0958,0.0000,0.5918,-0.5297,-1.0000,-1.0000
7/5/2010,5,5.3577,11.2197,38.4997,5.0339,-1.0000,-1.0000
7/5/2010,6,101.7686,188.0445,510.8868,51.6264,0.9000,0.9000
7/5/2010,7,291.7333,430.5831,780.4205,64.1146,0.8167,0.8167
7/5/2010,8,500.9367,667.1421,899.7315,60.5200,0.3167,0.3167
7/5/2010,9,700.2393,880.7819,962.3237,59.2626,1.0000,1.0000
7/5/2010,10,872.1498,1056.8053,994.2268,61.3562,0.9833,0.9833
7/5/2010,11,995.1937,1183.1678,1011.9917,62.2521,0.4667,0.4667
7/5/2010,12,1060.5433,1251.2343,1021.6983,61.9733,0.0000,0.0000
7/5/2010,13,1055.3850,1256.3539,1018.3950,60.4108,0.0000,0.0000
7/5/2010,14,989.8748,1198.1691,998.0123,59.6465,0.0000,0.0000
7/5/2010,15,872.1777,1080.6419,982.2145,57.7592,0.0000,0.0000
7/5/2010,16,698.9555,911.7905,934.4433,59.0699,0.0000,0.0000
7/5/2010,17,503.0747,703.1501,881.0640,57.2570,0.0000,0.0000
7/5/2010,18,295.9032,469.0420,777.9933,56.1271,0.0000,0.0000
7/5/2010,19,106.8953,225.9792,565.6843,46.1441,0.0833,0.0833
7/5/2010,20,-1.2901,25.0779,40.8527,0.0804,-0.8167,-0.8167
7/5/2010,21,-7.2179,0.0000,-1.7583,-5.5407,-1.0000,-1.0000
7/5/2010,22,-5.7950,0.0000,-1.5034,-4.5460,-1.0000,-1.0000
7/5/2010,23,-4.3285,0.0000,-0.6689,-3.2916,-1.0000,-1.0000
7/6/2010,0,-4.0105,0.0000,-0.5978,-3.1684,-1.0000,-1.0000
7/6/2010,1,-4.5675,0.0000,-0.9752,-3.6870,-1.0000,-1.0000
7/6/2010,2,-4.1951,0.0000,-0.7138,-3.4639,-1.0000,-1.0000
7/6/2010,3,-4.4120,0.0000,-0.8448,-3.6712,-1.0000,-1.0000
7/6/2010,4,-4.4764,0.0000,-0.7284,-3.7574,-1.0000,-1.0000
7/6/2010,5,0.3818,10.5652,57.1945,0.9289,-1.0000,-1.0000
7/6/2010,6,97.7142,185.9428,566.1817,47.0333,0.2167,0.2167
7/6/2010,7,288.6580,428.6258,807.5195,58.2346,0.3000,0.3000
7/6/2010,8,489.1795,665.3929,904.8282,52.7057,0.6333,0.6333
7/6/2010,9,681.3437,879.2716,959.0442,49.7094,1.0000,1.0000
7/6/2010,10,856.3407,1055.5452,988.0082,55.3879,1.2167,1.1833
7/6/2010,11,987.7883,1182.1518,1011.0900,62.0731,0.7333,0.7333
7/6/2010,12,1045.7633,1250.4395,1009.3633,66.7961,0.2500,0.2500
7/6/2010,13,901.9247,1255.7405,761.6352,153.0676,17.3833,11.7333
7/6/2010,14,761.1793,1197.6859,552.6376,231.9851,29.2667,17.0667
7/6/2010,15,400.4930,1080.2278,172.1633,252.5726,63.1333,48.3333
7/6/2010,16,383.1344,911.3780,238.3850,212.0449,77.3333,54.0000
7/6/2010,17,33.3765,702.6725,-5.9171,33.2564,96.9000,81.0667
7/6/2010,18,259.2444,468.4371,490.9350,123.5538,81.3500,41.9500
7/6/2010,19,115.6127,225.1984,116.4690,103.6184,78.1000,48.8667
7/6/2010,20,9.3377,24.6486,-1.9853,9.6130,12.5667,7.4167
7/6/2010,21,-0.9677,0.0000,-0.1731,-0.6540,-1.0000,-1.0000
7/6/2010,22,-1.1294,0.0000,-2.3535,-1.2043,-1.0000,-1.0000
7/6/2010,23,-1.2079,0.0000,-0.2128,-1.2717,-1.0000,-1.0000
7/7/2010,0,-0.0187,0.0000,0.6873,-0.0589,-1.0000,-1.0000
7/7/2010,1,0.1451,0.0000,1.8968,-0.1253,-1.0000,-1.0000
7/7/2010,2,0.1754,0.0000,2.2274,-0.2001,-1.0000,-1.0000
7/7/2010,3,0.1421,0.0000,2.0102,-0.1732,-1.0000,-1.0000
7/7/2010,4,0.2957,0.0000,2.2725,-0.0554,-1.0000,-1.0000
7/7/2010,5,0.8030,9.8993,2.2343,0.3955,-1.0000,-1.0000
7/7/2010,6,12.7211,183.7701,0.4347,12.5978,63.4500,43.0667
7/7/2010,7,26.4458,426.6091,1.0762,26.4458,97.2000,82.0000
7/7/2010,8,88.1594,663.5962,1.7490,88.1594,99.0333,92.5333
7/7/2010,9,186.0758,877.7223,3.4427,186.0758,98.3500,75.0500
7/7/2010,10,242.6913,1054.2519,6.5476,242.6913,99.0000,72.2000
7/7/2010,11,320.7542,1181.1049,7.7482,320.5349,95.3333,54.8333
7/7/2010,12,381.5742,1249.6119,22.9401,361.5604,95.3667,59.8667
7/7/2010,13,114.7915,1255.0895,-0.7799,113.2294,95.4500,55.6667
7/7/2010,14,40.8688,1197.1548,-0.1900,40.8607,83.4833,32.2000
7/7/2010,15,453.0737,1079.7536,113.2414,349.3612,93.0167,58.0000
7/7/2010,16,158.7172,910.8925,1.7905,158.7172,97.7833,73.9667
7/7/2010,17,58.5641,702.1077,1.5955,57.6879,98.0500,78.0667
7/7/2010,18,64.9209,467.7308,1.8018,64.8179,98.0000,78.7500
7/7/2010,19,56.5020,224.3032,1.8625,56.5020,95.2833,78.5667
7/7/2010,20,5.8537,24.1637,0.3385,5.8419,6.9833,1.9500
7/7/2010,21,-1.6313,0.0000,0.7606,-1.5227,-1.0000,-1.0000
7/7/2010,22,-0.8962,0.0000,1.8519,-0.7979,-1.0000,-1.0000
7/7/2010,23,-0.5580,0.0000,1.3651,-0.6447,-1.0000,-1.0000
7/8/2010,0,-1.0195,0.0000,1.4440,-1.1202,-1.0000,-1.0000
7/8/2010,1,-2.5593,0.0000,0.7772,-2.4715,-1.0000,-1.0000
7/8/2010,2,-2.7623,0.0000,0.3048,-2.7411,-1.0000,-1.0000
7/8/2010,3,-2.9375,0.0000,0.2689,-3.1790,-1.0000,-1.0000
7/8/2010,4,-2.9720,0.0000,-0.2842,-3.1004,-1.0000,-1.0000
7/8/2010,5,0.6245,9.2457,3.6981,0.6275,-1.0000,-1.0000
7/8/2010,6,51.8057,181.5285,25.5930,51.1574,45.8333,25.4500
7/8/2010,7,78.5879,424.5355,0.9651,78.5879,94.3500,74.7500
7/8/2010,8,122.5217,661.7536,0.6318,122.5217,99.2500,92.3833
7/8/2010,9,195.1985,876.1359,2.5701,195.1985,98.5667,75.1167
7/8/2010,10,407.4433,1052.9268,5.5181,407.4433,98.9500,71.8833
7/8/2010,11,374.3135,1180.0276,4.1854,374.3135,96.5500,62.1167
7/8/2010,12,606.1395,1248.7514,77.5465,523.1194,87.9000,58.2833
7/8/2010,13,176.4323,1254.3990,-0.0603,176.4323,93.5833,55.4667
7/8/2010,14,264.7052,1196.5762,3.2680,264.6671,94.7167,56.4000
7/8/2010,15,97.2671,1079.2197,-4.5207,97.1064,96.4000,59.9167
7/8/2010,16,73.6054,910.3333,-3.3678,73.1118,97.0000,64.2167
7/8/2010,17,409.5241,701.4548,449.3563,176.0555,54.6167,35.9333
7/8/2010,18,253.8072,466.9220,421.3290,107.8342,36.7833,17.8667
7/8/2010,19,61.9060,223.2933,14.3587,61.2683,66.1333,32.3167
7/8/2010,20,1.5256,23.6397,0.7383,1.6202,-0.1000,-0.5833
7/8/2010,21,-4.4589,0.0000,-0.4630,-3.6488,-1.0000,-1.0000
7/8/2010,22,-3.2928,0.0000,-0.0656,-2.7830,-1.0000,-1.0000
7/8/2010,23,-3.7432,0.0000,-0.1640,-2.8699,-1.0000,-1.0000
7/9/2010,0,-3.8259,0.0000,-0.1353,-3.0110,-1.0000,-1.0000
7/9/2010,1,-2.9365,0.0000,0.2747,-2.6379,-1.0000,-1.0000
7/9/2010,2,-3.1641,0.0000,-0.0307,-2.5271,-1.0000,-1.0000
7/9/2010,3,-3.8540,0.0000,-0.6933,-2.8684,-1.0000,-1.0000
7/9/2010,4,-3.4835,0.0000,-0.2933,-2.6288,-1.0000,-1.0000
7/9/2010,5,0.9855,8.5891,37.0214,1.5435,-1.0000,-1.0000
7/9/2010,6,89.3247,179.2199,482.0072,48.3145,0.8333,0.8333
7/9/2010,7,270.9498,422.4065,742.8573,63.4166,0.7500,0.7500
7/9/2010,8,471.1562,659.8668,850.0715,64.2237,0.4500,0.4500
7/9/2010,9,668.6650,874.5136,917.6585,65.4797,1.0000,1.0000
7/9/2010,10,838.8668,1051.5709,953.1097,70.8501,1.0000,1.0000
7/9/2010,11,954.6910,1178.9207,942.3623,92.6628,0.7667,0.7667
7/9/2010,12,1020.1317,1247.8584,946.0400,103.7697,1.7000,1.3000
7/9/2010,13,936.3342,1253.6701,814.8086,138.2073,5.5167,3.9333
7/9/2010,14,951.9188,1195.9491,900.1110,126.4484,2.1333,1.2333
7/9/2010,15,828.5687,1078.6255,869.5973,118.2681,0.5000,0.2000
7/9/2010,16,567.1283,909.7001,609.2301,142.4005,12.9333,9.1500
7/9/2010,17,471.3037,700.7128,716.6570,112.7178,9.2500,5.3500
7/9/2010,18,224.7906,466.0098,357.6307,110.2542,20.0833,13.4000
7/9/2010,19,58.5114,222.1679,129.0968,49.1934,13.7167,9.5833
7/9/2010,20,0.5543,23.0635,0.5537,1.1415,-0.7167,-0.7167
7/9/2010,21,-4.3681,0.0000,-0.7395,-3.5274,-1.0000,-1.0000
7/9/2010,22,-3.7606,0.0000,-0.4692,-2.9160,-1.0000,-1.0000
7/9/2010,23,-4.2712,0.0000,-0.4868,-3.3811,-1.0000,-1.0000
7/10/2010,0,-4.8037,0.0000,-0.4060,-4.0034,-1.0000,-1.0000
7/10/2010,1,-4.3244,0.0000,0.5101,-3.5875,-1.0000,-1.0000
7/10/2010,2,-3.5673,0.0000,0.5880,-3.1800,-1.0000,-1.0000
7/10/2010,3,-4.2634,0.0000,-0.4462,-3.4509,-1.0000,-1.0000
7/10/2010,4,-3.1685,0.0000,0.0378,-2.6645,-1.0000,-1.0000
7/10/2010,5,1.6919,7.9348,7.9741,2.2648,-1.0000,-1.0000
7/10/2010,6,66.1245,176.8467,170.3569,57.3055,24.8000,13.0833
7/10/2010,7,271.9495,420.2242,642.5048,88.0547,13.0167,4.8000
7/10/2010,8,475.4947,657.9376,861.1740,67.9361,2.1667,1.2500
7/10/2010,9,551.7668,872.8569,576.1955,161.3419,17.6500,10.4000
7/10/2010,10,835.0097,1050.1851,888.3002,114.0462,11.4035,7.0877
7/10/2010,11,786.4680,1177.7847,546.5233,277.8142,45.7333,29.7833
7/10/2010,12,1053.6785,1246.9334,885.7623,196.1990,27.0500,16.2833
7/10/2010,13,450.0245,1252.9022,143.9585,297.4474,87.0000,67.7667
7/10/2010,14,571.3723,1195.2734,175.5361,399.2720,79.8000,44.5667
7/10/2010,15,512.9677,1077.9701,130.8399,397.3269,91.0333,55.7667
7/10/2010,16,625.0525,908.9914,568.1624,260.5366,61.6500,43.5167
7/10/2010,17,525.8715,699.8808,758.5841,144.3151,29.1500,19.4167
7/10/2010,18,220.6389,464.9934,289.0324,113.6749,55.7833,34.7667
7/10/2010,19,71.9556,220.9260,244.6500,39.7959,11.7167,6.8667
7/10/2010,20,0.1255,22.4363,-0.2641,0.5292,0.5000,-0.0500
7/10/2010,21,-2.4369,0.0000,-0.3625,-1.9093,-1.0000,-1.0000
7/10/2010,22,-3.4207,0.0000,-0.4900,-2.6350,-1.0000,-1.0000
7/10/2010,23,-4.1636,0.0000,-0.8508,-3.2514,-1.0000,-1.0000
7/11/2010,0,-5.3960,0.0000,-1.5770,-4.0861,-1.0000,-1.0000
7/11/2010,1,-5.7486,0.0000,-1.3257,-4.3543,-1.0000,-1.0000
7/11/2010,2,-5.4325,0.0000,-0.2448,-4.0834,-1.0000,-1.0000
7/11/2010,3,-4.1922,0.0000,-0.0616,-3.5971,-1.0000,-1.0000
7/11/2010,4,-2.9378,0.0000,0.0570,-2.5679,-1.0000,-1.0000
7/11/2010,5,0.6049,7.2992,30.3383,1.0893,-1.0000,-1.0000
7/11/2010,6,89.9812,174.4108,464.8613,51.7676,0.9833,0.7667
7/11/2010,7,281.3483,417.9903,736.9875,77.6806,1.5833,0.7000
7/11/2010,8,474.1545,655.9675,860.3370,67.4269,1.2143,0.7321
7/11/2010,9,664.1192,871.1672,820.4450,121.6624,7.3667,1.9833
7/11/2010,10,844.8090,1048.7703,948.7613,79.9768,2.6000,1.4333
7/11/2010,11,964.1262,1176.6202,964.4117,81.2680,1.9167,1.2000
7/11/2010,12,1033.7317,1245.9763,967.3475,94.5898,4.7000,2.5667
7/11/2010,13,773.8858,1252.0952,431.5148,333.6042,58.4000,41.6500
7/11/2010,14,408.6863,1194.5483,59.4565,352.0299,76.6500,44.6333
7/11/2010,15,49.4556,1077.2525,-7.1718,49.4045,95.7833,58.9667
7/11/2010,16,198.5152,908.2065,2.2218,198.5152,96.7667,75.1333
7/11/2010,17,102.1665,698.9579,1.0043,101.5274,95.0333,76.9333
7/11/2010,18,81.1403,463.8717,0.9028,80.5884,92.7167,69.0500
7/11/2010,19,9.7411,219.5671,7.0559,9.6802,81.3833,44.8333
7/11/2010,20,-0.4637,21.7758,4.2130,0.0574,3.0833,1.6833
7/11/2010,21,-3.3913,0.0000,-0.2732,-2.6895,-1.0000,-1.0000
7/11/2010,22,-2.5528,0.0000,0.2389,-2.1406,-1.0000,-1.0000
7/11/2010,23,-3.0268,0.0000,-0.1766,-2.3650,-1.0000,-1.0000
7/12/2010,0,-2.8377,0.0000,-0.1109,-2.3623,-1.0000,-1.0000
7/12/2010,1,-5.6824,0.0000,-0.9171,-4.3994,-1.0000,-1.0000
7/12/2010,2,-4.2898,0.0000,-0.4186,-3.5126,-1.0000,-1.0000
7/12/2010,3,-5.3710,0.0000,-0.9222,-4.1675,-1.0000,-1.0000
7/12/2010,4,-3.9116,0.0000,-0.4459,-3.1761,-1.0000,-1.0000
7/12/2010,5,-1.0663,6.6701,31.3666,-0.4111,-1.0000,-1.0000
7/12/2010,6,83.8569,171.9145,485.6807,44.6950,0.7667,0.7667
7/12/2010,7,268.1563,415.7068,763.1358,60.7164,0.6167,0.6167
7/12/2010,8,469.0345,653.9580,864.0895,61.7381,0.7857,0.7857
7/12/2010,9,671.9645,869.4454,919.1097,69.4381,1.6167,1.2500
7/12/2010,10,800.1233,1047.3275,855.9535,110.0928,6.4000,4.0500
7/12/2010,11,983.0870,1175.4273,942.9288,121.9510,9.6000,5.3000
7/12/2010,12,1068.1488,1244.9870,976.2177,125.8696,10.4500,5.7000
7/12/2010,13,822.1048,1251.2484,662.9502,165.1292,17.5333,10.7333
7/12/2010,14,908.9342,1193.7729,802.6004,164.2267,15.4000,8.9833
7/12/2010,15,814.5357,1076.4720,803.2895,157.9560,17.8500,10.6167
7/12/2010,16,687.4795,907.3440,806.6184,146.9238,24.6333,15.3833
7/12/2010,17,401.9258,697.9425,566.2414,103.0372,20.1333,13.3333
7/12/2010,18,240.2441,462.6437,532.6599,97.1130,21.2500,14.0667
7/12/2010,19,105.0645,218.0903,536.2228,50.1046,3.0500,2.1667
7/12/2010,20,-1.9864,21.0632,25.8613,-0.5507,-0.6667,-0.6667
7/12/2010,21,-5.7905,0.0000,-1.0032,-4.5727,-1.0000,-1.0000
7/12/2010,22,-5.7360,0.0000,-0.8310,-4.5426,-1.0000,-1.0000
7/12/2010,23,-4.8724,0.0000,0.0553,-4.0635,-1.0000,-1.0000
7/13/2010,0,-5.4155,0.0000,-0.3235,-4.4540,-1.0000,-1.0000
7/13/2010,1,-5.5012,0.0000,-0.9673,-4.4107,-1.0000,-1.0000
7/13/2010,2,-4.1806,0.0000,-0.3971,-3.2749,-1.0000,-1.0000
7/13/2010,3,-4.3771,0.0000,-0.3982,-3.4635,-1.0000,-1.0000
7/13/2010,4,-4.2903,0.0000,-0.6320,-3.4064,-1.0000,-1.0000
7/13/2010,5,-0.3917,6.0508,28.3089,0.1760,-1.0000,-1.0000
7/13/2010,6,83.9182,169.3599,482.1605,45.4296,0.7333,0.7333
7/13/2010,7,268.0812,413.3754,753.7558,62.5340,1.0000,1.0000
7/13/2010,8,471.2848,651.9107,875.6907,59.1255,1.0000,1.0000
7/13/2010,9,666.5098,867.6927,928.2952,60.9632,1.2000,1.1833
7/13/2010,10,838.1735,1045.8568,954.2122,72.9217,1.4500,1.1500
7/13/2010,11,956.0452,1174.2062,916.9507,122.7279,10.7667,6.6000
7/13/2010,12,802.6880,1243.9651,543.6374,263.3768,43.1333,30.2167
7/13/2010,13,515.9722,1250.3611,189.8049,322.9087,78.1500,57.2000
7/13/2010,14,468.6522,1192.9460,169.6378,300.9827,67.8500,43.3333
7/13/2010,15,577.7723,1075.6267,356.6859,292.3887,69.8667,49.5333
7/13/2010,16,384.1595,906.4026,293.8400,176.0147,50.3214,35.9821
7/13/2010,17,173.0135,696.8337,9.4225,170.2303,84.5833,65.6333
7/13/2010,18,143.2319,461.3081,99.1523,115.2391,74.6500,54.7333
7/13/2010,19,49.8491,216.4948,30.0556,48.3247,47.8000,29.4000
7/13/2010,20,0.2753,20.3223,15.1727,0.9283,1.4167,0.7500
7/13/2010,21,-4.3346,0.0000,-0.6085,-3.2826,-1.0000,-1.0000
7/13/2010,22,-2.5605,0.0000,0.2060,-2.1701,-1.0000,-1.0000
7/13/2010,23,-4.3655,0.0000,-0.7141,-3.2457,-1.0000,-1.0000
7/14/2010,0,-3.7601,0.0000,0.2539,-2.9720,-1.0000,-1.0000
7/14/2010,1,-7.0509,0.0000,-2.8760,-5.2516,-1.0000,-1.0000
7/14/2010,2,-3.8661,0.0000,0.0340,-3.0170,-1.0000,-1.0000
7/14/2010,3,-4.7837,0.0000,-1.3387,-3.6252,-1.0000,-1.0000
7/14/2010,4,-2.9407,0.0000,0.0880,-2.3026,-1.0000,-1.0000
7/14/2010,5,1.6674,5.4569,0.1788,2.0320,-1.0000,-1.0000
7/14/2010,6,73.6992,166.7491,97.2367,68.3156,53.7333,27.7667
7/14/2010,7,296.0932,410.9977,460.5225,178.4613,76.3167,34.5500
7/14/2010,8,506.3575,649.8268,623.0873,212.7915,70.7167,34.5167
7/14/2010,9,728.1937,865.9097,866.3323,166.0443,28.7833,9.6500
7/14/2010,10,808.4417,1044.3589,849.9462,114.9769,7.4833,3.8667
7/14/2010,11,976.5018,1172.9566,873.4955,173.0231,18.5167,10.9000
7/14/2010,12,746.8553,1242.9099,531.5745,237.7742,37.6667,25.1667
7/14/2010,13,699.3968,1249.4323,386.6924,318.4447,65.2333,47.5500
7/14/2010,14,642.4422,1192.0665,453.8550,204.3943,27.1500,16.7167
7/14/2010,15,733.6393,1074.7156,638.6808,196.9387,29.2667,18.6167
7/14/2010,16,445.1515,905.3809,337.0492,214.7796,44.5667,30.9833
7/14/2010,17,275.1870,695.6298,212.5135,162.6536,41.4500,29.9833
7/14/2010,18,137.9113,459.8638,105.0221,101.9905,70.0167,51.7000
7/14/2010,19,21.4665,214.7797,6.9394,21.4096,81.8000,62.9167
7/14/2010,20,0.9985,19.5349,21.5387,1.2972,10.3667,10.2500
7/14/2010,21,-6.4776,0.0000,1.6537,-4.4303,-1.0000,-1.0000
7/14/2010,22,-4.1597,0.0000,0.2204,-3.0327,-1.0000,-1.0000
7/14/2010,23,-3.6621,0.0000,-0.1023,-2.9006,-1.0000,-1.0000
